popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
0.0,0.04968022614727641,0.4329268292682927,0.31998673974142494,1.0,0.732201563922064,0.06704663212435233,0.10240963855421686,0.0,0.275,0.15276381909547737,0.6090564003503965,alternative
0.18,0.0427701704792264,0.36077235772357724,0.9899998049961974,0.6363636363636364,0.8939430524341092,0.4466321243523316,0.038654618473895584,0.166,0.346,0.041909547738693466,0.8079602884032254,happy
0.54,0.03487907402580912,0.633130081300813,0.8179964509307931,0.0,0.8485298761121122,0.5481865284974093,0.143574297188755,0.0,0.232,0.7326633165829145,0.5869365018755195,dancehall
0.5,0.03340865847732465,0.49796747967479676,0.23098500420758203,0.0,0.6563829194450119,0.027461139896373058,0.6094377510040161,0.0,0.0859,0.09085427135678391,0.4670065811639451,ambient
0.0,0.03213109057251883,0.6819105691056911,0.6889939353817399,0.8181818181818182,0.7717825368227493,0.09658031088082902,0.32931726907630526,2.95e-06,0.352,0.8150753768844222,0.621306799038656,rock-n-roll
0.27,0.04653413641965939,0.3404471544715447,0.9679993759878317,0.6363636363636364,0.8980293096082766,0.15336787564766838,5.70281124497992e-05,0.0551,0.145,0.5618090452261307,0.8989016419217898,j-idol
0.01,0.03023698302272452,0.16869918699186992,0.029381072930922153,0.6363636363636364,0.3294637716153718,0.038445595854922285,0.9236947791164659,0.65,0.837,0.21708542713567838,0.3940926753666809,sleep
0.69,0.03977549479263628,0.5172764227642277,0.789995904920146,0.5454545454545454,0.8455766266089639,0.03875647668393783,0.33333333333333337,6.67e-05,0.316,0.6412060301507538,0.5747669639046742,edm
0.0,0.04504214484767423,0.7225609756097561,0.9969999414988592,0.6363636363636364,0.8586526495662995,0.07772020725388601,0.06255020080321286,0.0,0.33,0.7638190954773869,0.6019676107904136,party
0.62,0.026675220700762513,0.5914634146341463,0.4139885727771691,0.0,0.7075911513958284,0.04248704663212435,0.04929718875502008,0.000843,0.393,0.05175879396984925,0.44031805215516273,emo
0.11,0.03358031197402476,0.714430894308943,0.45398935279237945,0.5454545454545454,0.6808633146975241,0.030984455958549224,0.10542168674698794,2.61e-06,0.0916,0.585929648241206,0.5134835246288268,kids
0.43,0.107141759247856,0.383130081300813,0.5309908543216594,0.6363636363636364,0.8001263024944744,0.031606217616580314,0.49497991967871485,0.0,0.125,0.4452261306532663,0.40014824464859283,mpb
0.32,0.03872724373937309,0.6869918699186992,0.5349909323231804,0.0,0.6361187986403909,0.05523316062176166,0.8263052208835341,8.97e-06,0.0998,0.5658291457286432,0.5391972327665596,malay
0.14,0.01568996972673871,0.41158536585365857,0.8899978549581717,0.7272727272727273,0.8167499396348372,0.058963730569948185,8.483935742971888e-06,0.924,0.277,0.6341708542713568,0.4487230745041666,grindcore
0.0,0.027375773180620913,0.7977642276422765,0.5229906983186172,0.6363636363636364,0.8071100874830514,0.05067357512953368,0.14457831325301204,0.0,0.117,0.13467336683417086,0.4492351923811235,hip-hop
0.32,0.055695354185700825,0.7215447154471545,0.6439930578646283,0.0,0.754081613700106,0.033575129533678756,0.32028112449799195,4.73e-05,0.176,0.8221105527638191,0.41699422744322906,salsa
0.16,0.037097967557680064,0.6443089430894309,0.3829879682653812,0.6363636363636364,0.7726740838425677,0.03678756476683938,0.8483935742971888,0.647,0.307,0.407035175879397,0.535477639765504,tango
0.66,0.041080557807035886,0.8302845528455284,0.739994929901133,1.0,0.8310146919519308,0.2932642487046632,0.26706827309236947,0.0,0.0992,0.6773869346733669,0.5841737606971991,salsa
0.66,0.04318259712313322,0.35569105691056907,0.49799021080911077,0.2727272727272727,0.7934396998458367,0.03440414507772021,0.023092369477911646,1.99e-06,0.269,0.3417085427135679,0.6415085016059837,k-pop
0.01,0.02469442718044334,0.8109756097560976,0.6249926873574035,0.36363636363636365,0.7889633908504988,0.13471502590673576,0.3845381526104418,3.33e-05,0.125,0.7778894472361809,0.4177534197345073,latino
0.4,0.04853650596347924,0.6666666666666667,0.5019902888106318,0.45454545454545453,0.8018351009491261,0.038860103626943004,0.7389558232931727,0.0,0.0938,0.3517587939698492,0.610637676602053,gospel
0.32,0.037246326586529876,0.5762195121951219,0.6649934673726138,0.2727272727272727,0.7929939263359276,0.44145077720207254,0.15963855421686748,0.0,0.156,0.3949748743718593,0.3066283326969296,french
0.0,0.04449109702623205,0.5975609756097561,0.7709955344129211,0.7272727272727273,0.8206318839502963,0.098860103626943,0.2028112449799197,9.12e-06,0.117,0.6603015075376885,0.8084634217560253,latino
0.18,0.0509197973381297,0.5284552845528455,0.8829977184555099,1.0,0.8652278088374599,0.08269430051813471,0.321285140562249,3.05e-05,0.18,0.23015075376884422,0.808674558073718,happy
0.54,0.02238999330761395,0.875,0.30498644723572105,0.09090909090909091,0.5603558758520775,0.1606217616580311,0.8594377510040161,0.286,0.172,0.9216080402010051,0.5120370162395275,sad
