x,y
-0.8926421404682275,1.22893122127723
-0.8658862876254182,1.057265616858478
-0.4578595317725753,0.5530447258465876
-0.5715719063545152,0.4926738746669124
-0.3909698996655519,0.3224652703163812
-0.5448160535117058,0.4261468278338213
0.3180602006688962,0.0995374962519632
0.6190635451505015,0.6220841342504265
-0.1635451505016724,0.3356950865735044
-1.019732441471572,1.770443907667186
0.4451505016722408,0.3665621304439725
-0.4377926421404683,0.3724130152199763
0.4719063545150501,0.3834436604923089
-0.7387959866220737,0.8009046732027449
0.5521739130434782,0.3475956699974784
-0.2103678929765887,0.1409616206943708
0.0772575250836118,0.2868423765955271
0.6926421404682273,0.6649184177535
-0.3508361204013379,0.3091495834923908
-0.491304347826087,0.5489443581095413
-0.2304347826086957,0.1362083741328861
0.5321070234113712,0.4541337699477469
-0.3107023411371238,0.2168115363428925
-0.0498327759197325,0.1756833393272223
-0.6585284280936456,0.7401077491198268
-0.9127090301003346,1.0808705831782777
0.0170568561872908,0.1399815788316958
-0.5247491638795988,0.3582880613282911
0.8130434782608695,1.1048066812045247
-0.7187290969899667,0.7697932727217993
