CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.0,0.18,0.00473703077789727,0.0,0.00038586182111647737,0.3220429533069773,0.6416065911431514,0.26920313906646415,0.0,0.20801526717557245,0.2872340425531916,0.9999999999999999,0.08967991169977926,0.4222222222222222
0.0002359225391784276,0.0,0.016925282941568084,0.0,0.0002118457057110071,0.3055882038679346,0.7826982492276005,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,0.9999999999999999,0.2044701986754967,0.36888888888888893
0.00023569774400055392,0.0,0.016925282941568084,0.0,0.0002118457057110071,0.3872208569291591,0.5993820803295572,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,0.9897372535175752,0.06346578366445917,0.66
0.00029279571918046875,0.0,0.004404158344855841,0.0,0.00018410400615361336,0.3672400897531788,0.44181256436663235,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.9942760603156993,0.03338852097130243,0.6311111111111111
0.0007050700754007986,0.0,0.004404158344855841,0.0,0.00018410400615361336,0.38316059408056424,0.5283213182286303,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.9999999999999999,0.302132688131517,0.6933333333333334
0.000264471526768385,0.0,0.004404158344855841,0.0,0.00018410400615361336,0.3065498450689176,0.5746652935118435,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.9929900650562308,0.09602649006622516,0.5266666666666666
0.000921323036515279,0.125,0.018973728683361495,0.00560897435897436,0.00035055420349797606,0.2618869537343733,0.6560247167868176,0.4029226418354264,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9967219728680217,0.29525386313465785,0.39777777777777773
0.0015536718718739421,0.125,0.018973728683361495,0.0,0.00035055420349797606,0.2789827973074046,0.9598352214212151,0.43838718184215547,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9999999999999999,0.4806843267108167,0.4911111111111112
0.0023032513924937294,0.125,0.018973728683361495,0.0,0.00035055420349797606,0.22117747622609252,1.0,0.4503541907264775,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9741035856573705,0.7781456953642383,0.2555555555555556
0.0018401733260739476,0.125,0.018973728683361495,0.00560897435897436,0.00035055420349797606,0.26103216155572173,0.8547888774459321,0.49673089688912336,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9743053104039537,0.4241169977924945,0.3088888888888889
0.002456674101392516,0.125,0.018973728683361495,0.0,0.00035055420349797606,0.30088684688535094,0.94129763130793,0.4744155171002738,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.988955570124565,0.5165562913907285,0.22222222222222227
0.0012492992010329788,0.125,0.018973728683361495,0.0,0.00035055420349797606,0.26156640666737907,0.82389289392379,0.4635033509443571,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9999999999999999,0.31843267108167767,0.3088888888888889
0.0009830293128416045,0.125,0.018973728683361495,0.0,0.00035055420349797606,0.2487445239876056,0.3717816683831102,0.3929561967463558,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.983862020273337,0.38576158940397354,0.3711111111111111
0.007007315284678365,0.0,0.019665079121216775,0.0,0.00038586182111647737,0.2551554653274922,0.6065911431513903,0.325355327410452,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9999999999999999,0.1801876379690949,0.3422222222222222
0.007099481307606574,0.0,0.019665079121216775,0.00560897435897436,0.00038586182111647737,0.2708622716102148,0.8403707518022657,0.30302176067800923,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9574360784709264,0.23537527593818985,0.29333333333333333
0.006980677056100335,0.0,0.019665079121216775,0.0,0.00038586182111647737,0.242867827759376,0.5520082389289392,0.3063590648273604,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9967724040546674,0.1859823399558499,0.3311111111111111
0.011774883814612317,0.0,0.019665079121216775,0.0,0.00038586182111647737,0.25365957901485203,0.2718846549948507,0.3063590648273604,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9746583287104746,0.13383002207505518,0.4022222222222223
0.008743183648218926,0.0,0.019665079121216775,0.0,0.00038586182111647737,0.25953627524308154,0.811534500514933,0.2844710782129509,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9744061727772455,0.35706401766004414,0.2777777777777778
0.008951231585341017,0.0,0.019665079121216775,0.0,0.00038586182111647737,0.20247889731808955,0.34706488156539655,0.24251379934345135,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.7278985324524686,0.2748344370860927,0.3377777777777778
